02BURROUG.html,02BURROUG.html.txt,Bryan Burrough,male,George Tombs,male,,2005,http://www.nytimes.com/2005/01/02/books/review/02BURROUG.html,lord black: the biography lord black: the biography ,(Literature; Novels; Fiction; Academic; Cultural; Young Adult; Adventure; Historical Fiction; Classics;';None)
02clines.html,02clines.html.txt,Francis X. Clines,male,Jill Lepore,female,,2005,http://www.nytimes.com/2005/10/02/books/review/02clines.html,new york burning: liberty  slavery  and conspiracy in eighteenth-century manhattan new york burning: liberty  slavery  and conspiracy in eighteenth-century manhattan ,(North American Hi...; New York; Nonfiction; History;';1400032261)
02cox.html,02cox.html.txt,Ana Marie Cox,female,Katha Pollitt,female,,2006,http://www.nytimes.com/2006/07/02/books/review/02cox.html,virginity or death! and other social and political issues of our time virginity or death! and other social and political issues of our time ,(Politics; Gender; Nonfiction; Feminism; Writing;';081297638X)
02delong.html,02delong.html.txt,Brad Delong,male,Louis Uchitelle,male,,2006,http://www.nytimes.com/2006/04/02/books/review/02delong.html,disposable american  the: layoffs and their consequences disposable american  the: layoffs and their consequences ,(Politics; Economics; Nonfiction; Business;';1400034337)
02ferrell.html,02ferrell.html.txt,Sarah Ferrell,female,Helen Reddy,female,,2006,http://www.nytimes.com/2006/07/02/books/review/02ferrell.html,woman i am  the: a memoir woman i am  the: a memoir ,(;';0732280354)
02foer.html,02foer.html.txt,Franklin Foer,male,Will Blythe,male,,2006,http://www.nytimes.com/2006/04/02/books/review/02foer.html,to hate like this is to be happy forever to hate like this is to be happy forever ,(Autobiography; Sports; Nonfiction; Sports and Games;';0060740248)
02gates.html,02gates.html.txt,David Gates,male,Colson Whitehead,male,,2006,http://www.nytimes.com/2006/04/02/books/review/02gates.html,apex hides the hurt apex hides the hurt ,(Novels; Contemporary; Fiction; Cultural; Race; Adult;';038550795X)
02genzlinger.html,02genzlinger.html.txt,Neil Genzlinger,male,Thomas Hackett,male,,2006,http://www.nytimes.com/2006/04/02/books/review/02genzlinger.html,slaphappy: pride  prejudice  and professional wrestling slaphappy: pride  prejudice  and professional wrestling ,(Nonfiction; Sports and Games;';006019829X)
02heilbrunn.html,02heilbrunn.html.txt,Jacob Heilbrunn,male,Charles McCarry,male,,2006,http://www.nytimes.com/2006/04/02/books/review/02heilbrunn.html,last supper  the last supper  the ,(Cultural; Art; Nonfiction; Biography; History;';038566608X)
02kirn.html,02kirn.html.txt,Walter Kirn,male,Cynthia Ozick,female,,2006,http://www.nytimes.com/2006/07/02/books/review/02kirn.html,din in the head  the: essays din in the head  the: essays ,(Academic; Cultural; Classics; Short Stories; Fiction;';None)
02lee.html,02lee.html.txt,Jennifer 8. Lee,female,David Rakoff,male,,2005,http://www.nytimes.com/2005/10/02/books/review/02lee.html,don't get too comfortable don't get too comfortable ,(;';None)
02lewis.html,02lewis.html.txt,Gideon Lewis-Kraus,male,Adam Phillips,male,,2005,http://www.nytimes.com/2005/10/02/books/review/02lewis.html,going sane: maps of happiness going sane: maps of happiness ,(Writing; Philosophy; Psychology; Nonfiction;';0007155395)
02mahler.html,02mahler.html.txt,Jonathan Mahler,male,Eric Konigsberg,male,,2005,http://www.nytimes.com/2005/10/02/books/review/02mahler.html,blood relation blood relation ,(Nonfiction; History;';0060099046)
02metcalf.html,02metcalf.html.txt,Stephen Metcalf,male,Rick Moody,male,,2005,http://www.nytimes.com/2005/10/02/books/review/02metcalf.html,diviners  the diviners  the ,(Mystery; Fantasy; Young Adult; Historical Fiction;';031612611X)
02MILESL.html,02MILESL.html.txt,Jonathan Miles,male,"Tariq ""K-Flex"" Nasheed's Art",male,,2005,http://www.nytimes.com/2005/01/02/books/review/02MILESL.html,lads: a memoir of manhood lads: a memoir of manhood ,(;';None)
02morrice.html,02morrice.html.txt,Polly Morrice,female,Alexander Masters,male,,2006,http://www.nytimes.com/2006/07/02/books/review/02morrice.html,stuart: a life backwards stuart: a life backwards ,(Nonfiction; Biography;';0385340001)
02NUSSBAUM.html,02NUSSBAUM.html.txt,Emily Nussbaum,female,Douglas Coupland,male,,2005,http://www.nytimes.com/2005/01/02/books/review/02NUSSBAUM.html,eleanor rigby eleanor rigby ,(Cultural; Novels; Contemporary; Fiction;';1582346437)
